INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,VALUE,OPR_INTERVAL,GROUP
2022-08-22T13:00:00-00:00,2022-08-22T13:05:00-00:00,2022-08-22,07,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,17.14794,1,1
2022-08-22T13:05:00-00:00,2022-08-22T13:10:00-00:00,2022-08-22,07,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,16.42928,2,1
2022-08-22T13:10:00-00:00,2022-08-22T13:15:00-00:00,2022-08-22,07,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,9.7941,3,1
2022-08-22T13:15:00-00:00,2022-08-22T13:20:00-00:00,2022-08-22,07,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,15.56164,4,1
2022-08-22T13:20:00-00:00,2022-08-22T13:25:00-00:00,2022-08-22,07,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,14.74777,5,1
2022-08-22T13:25:00-00:00,2022-08-22T13:30:00-00:00,2022-08-22,07,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,18.40774,6,1
2022-08-22T13:30:00-00:00,2022-08-22T13:35:00-00:00,2022-08-22,07,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,31.26495,7,1
2022-08-22T13:35:00-00:00,2022-08-22T13:40:00-00:00,2022-08-22,07,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,44.36363,8,1
2022-08-22T13:40:00-00:00,2022-08-22T13:45:00-00:00,2022-08-22,07,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,42.85789,9,1
2022-08-22T13:45:00-00:00,2022-08-22T13:50:00-00:00,2022-08-22,07,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,13.04561,10,1
2022-08-22T13:50:00-00:00,2022-08-22T13:55:00-00:00,2022-08-22,07,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,18.15104,11,1
2022-08-22T13:55:00-00:00,2022-08-22T14:00:00-00:00,2022-08-22,07,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,13.87248,12,1
2022-08-22T14:00:00-00:00,2022-08-22T14:05:00-00:00,2022-08-22,08,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,1,1
2022-08-22T14:05:00-00:00,2022-08-22T14:10:00-00:00,2022-08-22,08,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,2,1
2022-08-22T14:10:00-00:00,2022-08-22T14:15:00-00:00,2022-08-22,08,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,3,1
2022-08-22T14:15:00-00:00,2022-08-22T14:20:00-00:00,2022-08-22,08,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,4,1
2022-08-22T14:20:00-00:00,2022-08-22T14:25:00-00:00,2022-08-22,08,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,5,1
2022-08-22T14:25:00-00:00,2022-08-22T14:30:00-00:00,2022-08-22,08,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,6,1
2022-08-22T14:30:00-00:00,2022-08-22T14:35:00-00:00,2022-08-22,08,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,7,1
2022-08-22T14:35:00-00:00,2022-08-22T14:40:00-00:00,2022-08-22,08,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,8,1
2022-08-22T14:40:00-00:00,2022-08-22T14:45:00-00:00,2022-08-22,08,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,9,1
2022-08-22T14:45:00-00:00,2022-08-22T14:50:00-00:00,2022-08-22,08,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-0.70763,10,1
2022-08-22T14:50:00-00:00,2022-08-22T14:55:00-00:00,2022-08-22,08,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-0.82721,11,1
2022-08-22T14:55:00-00:00,2022-08-22T15:00:00-00:00,2022-08-22,08,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-1.24052,12,1
2022-08-22T15:00:00-00:00,2022-08-22T15:05:00-00:00,2022-08-22,09,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,1,1
2022-08-22T15:05:00-00:00,2022-08-22T15:10:00-00:00,2022-08-22,09,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-0.00162,2,1
2022-08-22T15:10:00-00:00,2022-08-22T15:15:00-00:00,2022-08-22,09,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-0.23331,3,1
2022-08-22T15:15:00-00:00,2022-08-22T15:20:00-00:00,2022-08-22,09,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-0.45806,4,1
2022-08-22T15:20:00-00:00,2022-08-22T15:25:00-00:00,2022-08-22,09,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-0.63888,5,1
